cell_id,cycle,capacity_ah,temperature_C,discharge_rate_C,internal_resistance_mOhm,soh,RUL,EOL_cycle
Na_ion_000,1,1.198788,25.0,0.5,30.0505,0.99899,371,372
Na_ion_000,2,1.197552,25.0,0.5,30.102000000000004,0.99796,370,372
Na_ion_000,3,1.196292,25.0,0.5,30.154500000000002,0.99691,369,372
Na_ion_000,4,1.1950079999999998,25.0,0.5,30.208000000000002,0.99584,368,372
Na_ion_000,5,1.1937,25.0,0.5,30.2625,0.99475,367,372
Na_ion_000,6,1.1923679999999999,25.0,0.5,30.318,0.99364,366,372
Na_ion_000,7,1.191012,25.0,0.5,30.3745,0.99251,365,372
Na_ion_000,8,1.189632,25.0,0.5,30.432,0.99136,364,372
Na_ion_000,9,1.188228,25.0,0.5,30.490499999999994,0.9901900000000001,363,372
Na_ion_000,10,1.1867999999999999,25.0,0.5,30.550000000000004,0.9889999999999999,362,372
Na_ion_000,11,1.1853479999999998,25.0,0.5,30.610500000000002,0.98779,361,372
Na_ion_000,12,1.183872,25.0,0.5,30.671999999999993,0.9865600000000001,360,372
Na_ion_000,13,1.182372,25.0,0.5,30.7345,0.98531,359,372
Na_ion_000,14,1.180848,25.0,0.5,30.798000000000005,0.9840399999999999,358,372
Na_ion_000,15,1.1793,25.0,0.5,30.8625,0.98275,357,372
Na_ion_000,16,1.1777279999999999,25.0,0.5,30.928,0.98144,356,372
Na_ion_000,17,1.176132,25.0,0.5,30.9945,0.98011,355,372
Na_ion_000,18,1.174512,25.0,0.5,31.061999999999998,0.9787600000000001,354,372
Na_ion_000,19,1.172868,25.0,0.5,31.130499999999994,0.9773900000000001,353,372
Na_ion_000,20,1.1712,25.0,0.5,31.199999999999996,0.9760000000000001,352,372
Na_ion_000,21,1.169508,25.0,0.5,31.2705,0.9745900000000001,351,372
Na_ion_000,22,1.167792,25.0,0.5,31.342,0.97316,350,372
Na_ion_000,23,1.1660519999999999,25.0,0.5,31.4145,0.97171,349,372
Na_ion_000,24,1.164288,25.0,0.5,31.488,0.97024,348,372
Na_ion_000,25,1.1624999999999999,25.0,0.5,31.562500000000007,0.9687499999999999,347,372
Na_ion_000,26,1.160688,25.0,0.5,31.638,0.96724,346,372
Na_ion_000,27,1.158852,25.0,0.5,31.714499999999997,0.9657100000000001,345,372
Na_ion_000,28,1.156992,25.0,0.5,31.791999999999998,0.96416,344,372
Na_ion_000,29,1.155108,25.0,0.5,31.870499999999996,0.9625900000000001,343,372
Na_ion_000,30,1.1532,25.0,0.5,31.949999999999996,0.9610000000000001,342,372
Na_ion_000,31,1.151268,25.0,0.5,32.0305,0.95939,341,372
Na_ion_000,32,1.149312,25.0,0.5,32.112,0.95776,340,372
Na_ion_000,33,1.147332,25.0,0.5,32.1945,0.95611,339,372
Na_ion_000,34,1.145328,25.0,0.5,32.278000000000006,0.95444,338,372
Na_ion_000,35,1.1433,25.0,0.5,32.3625,0.95275,337,372
Na_ion_000,36,1.141248,25.0,0.5,32.44799999999999,0.9510400000000001,336,372
