cell_id,cycle,capacity_ah,temperature_C,discharge_rate_C,internal_resistance_mOhm,soh,RUL,EOL_cycle
CALB_000,1,2.497475,25.0,0.5,30.0505,0.99899,978,979
CALB_000,2,2.4949,25.0,0.5,30.102000000000004,0.99796,977,979
CALB_000,3,2.492275,25.0,0.5,30.154500000000002,0.99691,976,979
CALB_000,4,2.4896,25.0,0.5,30.208000000000002,0.99584,975,979
CALB_000,5,2.486875,25.0,0.5,30.2625,0.99475,974,979
CALB_000,6,2.4840999999999998,25.0,0.5,30.31800000000001,0.9936399999999999,973,979
CALB_000,7,2.481275,25.0,0.5,30.3745,0.99251,972,979
CALB_000,8,2.4784,25.0,0.5,30.432,0.99136,971,979
CALB_000,9,2.475475,25.0,0.5,30.490500000000004,0.9901899999999999,970,979
CALB_000,10,2.4725,25.0,0.5,30.549999999999994,0.9890000000000001,969,979
CALB_000,11,2.469475,25.0,0.5,30.6105,0.9877900000000001,968,979
CALB_000,12,2.4664,25.0,0.5,30.671999999999993,0.9865600000000001,967,979
CALB_000,13,2.463275,25.0,0.5,30.734500000000004,0.9853099999999999,966,979
CALB_000,14,2.4601,25.0,0.5,30.798,0.98404,965,979
CALB_000,15,2.456875,25.0,0.5,30.8625,0.98275,964,979
CALB_000,16,2.4536,25.0,0.5,30.928000000000008,0.9814399999999999,963,979
CALB_000,17,2.450275,25.0,0.5,30.9945,0.98011,962,979
CALB_000,18,2.4469,25.0,0.5,31.062,0.97876,961,979
CALB_000,19,2.443475,25.0,0.5,31.1305,0.97739,960,979
CALB_000,20,2.44,25.0,0.5,31.200000000000003,0.976,959,979
CALB_000,21,2.4364749999999997,25.0,0.5,31.27050000000001,0.9745899999999998,958,979
CALB_000,22,2.4329,25.0,0.5,31.342,0.97316,957,979
CALB_000,23,2.429275,25.0,0.5,31.414499999999997,0.9717100000000001,956,979
CALB_000,24,2.4256,25.0,0.5,31.487999999999996,0.9702400000000001,955,979
CALB_000,25,2.421875,25.0,0.5,31.5625,0.96875,954,979
CALB_000,26,2.4181,25.0,0.5,31.638,0.96724,953,979
CALB_000,27,2.414275,25.0,0.5,31.7145,0.96571,952,979
CALB_000,28,2.4104,25.0,0.5,31.791999999999998,0.96416,951,979
CALB_000,29,2.4064750000000004,25.0,0.5,31.870499999999993,0.9625900000000002,950,979
CALB_000,30,2.4025,25.0,0.5,31.950000000000003,0.961,949,979
CALB_000,31,2.398475,25.0,0.5,32.0305,0.95939,948,979
CALB_000,32,2.3944,25.0,0.5,32.111999999999995,0.9577600000000001,947,979
CALB_000,33,2.390275,25.0,0.5,32.1945,0.95611,946,979
CALB_000,34,2.3861,25.0,0.5,32.278000000000006,0.95444,945,979
CALB_000,35,2.381875,25.0,0.5,32.3625,0.95275,944,979
CALB_000,36,2.3776,25.0,0.5,32.44799999999999,0.9510400000000001,943,979
CALB_000,37,2.373275,25.0,0.5,32.5345,0.94931,942,979
CALB_000,38,2.3689,25.0,0.5,32.622,0.94756,941,979
CALB_000,39,2.364475,25.0,0.5,32.710499999999996,0.94579,940,979
CALB_000,40,2.36,25.0,0.5,32.800000000000004,0.944,939,979
CALB_000,41,2.3554749999999998,25.0,0.5,32.89050000000001,0.9421899999999999,938,979
CALB_000,42,2.3508999999999998,25.0,0.5,32.982000000000006,0.9403599999999999,937,979
CALB_000,43,2.346275,25.0,0.5,33.0745,0.93851,936,979
CALB_000,44,2.3416,25.0,0.5,33.168,0.93664,935,979
CALB_000,45,2.336875,25.0,0.5,33.2625,0.93475,934,979
CALB_000,46,2.3321,25.0,0.5,33.358,0.93284,933,979
CALB_000,47,2.327275,25.0,0.5,33.454499999999996,0.9309100000000001,932,979
CALB_000,48,2.3224,25.0,0.5,33.552,0.92896,931,979
CALB_000,49,2.317475,25.0,0.5,33.6505,0.92699,930,979
CALB_000,50,2.3125,25.0,0.5,33.75,0.925,929,979
CALB_000,51,2.307475,25.0,0.5,33.8505,0.9229900000000001,928,979
CALB_000,52,2.3024,25.0,0.5,33.952,0.92096,927,979
CALB_000,53,2.297275,25.0,0.5,34.0545,0.91891,926,979
CALB_000,54,2.2921,25.0,0.5,34.158,0.91684,925,979
CALB_000,55,2.2868749999999998,25.0,0.5,34.2625,0.91475,924,979
CALB_000,56,2.2816,25.0,0.5,34.368,0.91264,923,979
CALB_000,57,2.276275,25.0,0.5,34.4745,0.91051,922,979
CALB_000,58,2.2709,25.0,0.5,34.581999999999994,0.9083600000000001,921,979
CALB_000,59,2.2654750000000003,25.0,0.5,34.69049999999999,0.9061900000000002,920,979
CALB_000,60,2.2600000000000002,25.0,0.5,34.8,0.9040000000000001,919,979
CALB_000,61,2.254475,25.0,0.5,34.910500000000006,0.9017899999999999,918,979
CALB_000,62,2.2489,25.0,0.5,35.022000000000006,0.8995599999999999,917,979
